"name","address","phone","website","image","tags"
"Chatham Pier Fish Market","45 Barcliff Ave Extension, Chatham, MA 02633","5089453474","chathampierfishmarket.com","http://s3-media4.fl.yelpcdn.com/bphoto/3AXfZ7ZGU59SgJjts224BQ/ms.jpg","Seafood,seafood,Sushi Bars,sushi,Seafood Markets,seafoodmarkets"
"Joey's Pizzeria","197 Lower County Rd, Dennis Port, MA 02639","5083987437","joeyspizzas.com","http://s3-media1.fl.yelpcdn.com/bphoto/RZY36THAPDMeRYf1uR86uw/ms.jpg","Pizza,pizza"
"Purple Feather Cafe & Treatery","334 Commercial St, Provincetown, MA 02657","5084879100","thepurplefeather.com","http://s3-media3.fl.yelpcdn.com/bphoto/Yku_-nJhMNQDU859XM5XUw/ms.jpg","Cafes,cafes,Desserts,desserts"
"Stewart's Seafood Restaurant","4380 Rt 6, Eastham, MA 02642","5082407900","stewartsofcapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/10PW59RcYAxtnLQZT0oRBw/ms.jpg","Seafood,seafood"
"Zia Pizzeria","210 Main St, Windmill Plaza, East Orleans, MA 02643","5082401442","ziapizzeria.com","http://s3-media4.fl.yelpcdn.com/bphoto/6h_m9JVAmTEsJVWCuvVwkA/ms.jpg","Pizza,pizza"
"Buckies Biscotti","681 Main St, Dennis Port, MA 02639","5083989700","buckiesbiscotti.com","http://s3-media4.fl.yelpcdn.com/bphoto/hyzsCj9xMpf_FFlpUSWFiw/ms.jpg","Bakeries,bakeries,Cafes,cafes"
"Burger Queen","331 Commercial St, Provincetown, MA 02657","5084874749","","http://s3-media4.fl.yelpcdn.com/bphoto/mfPuwTCt9Mla6kLnvub7FA/ms.jpg","Burgers,burgers,American (Traditional),tradamerican"
"Eastward Ho Country Club","325 Fox Hill Rd, Chatham, MA 02633","5089459230","",,"Pubs,pubs"
"Winslow's Tavern","316 Main St, Wellfleet, MA 02667","5083496450","winslowstavern.com","http://s3-media2.fl.yelpcdn.com/bphoto/kKSdlMjg3pVzM-6nNSC8dQ/ms.jpg","American (New),newamerican,Seafood,seafood"
"Karoo Restaurant","3 Main St, Ste 32B, Eastham, MA 02642","5082558288","karoorestaurants.com","http://s3-media2.fl.yelpcdn.com/bphoto/rYhQkIW8N3UH3BdMT3Cf5A/ms.jpg","South African,southafrican,Vegetarian,vegetarian"
"Porcaro's Market & Deli","238 Lower County Rd, Dennis Port, MA 02639","5083943255","http://www.yelp.com/biz/porcaros-market-and-deli-dennis-port","http://s3-media2.fl.yelpcdn.com/bphoto/bNjk7kiVvjRsG0_H8K_azg/ms.jpg","Grocery,grocery,Delis,delis"
"4 Bros Bistro","183 N Main St, South Yarmouth, MA 02664","5087710799","","http://s3-media4.fl.yelpcdn.com/bphoto/vqBYdmVXYRa9b5f6jbrEtg/ms.jpg","Pizza,pizza,Breakfast & Brunch,breakfast_brunch"
"Pate's Restaurant","1260 Main St, Chatham, MA 02633","5089459777","patesrestaurant.com","http://s3-media3.fl.yelpcdn.com/bphoto/HYx_kvomWk1fxQSOrCqnng/ms.jpg","Seafood,seafood"
"Fin","800 Main St, Dennis, MA 02638","5083852096","fincapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/IqyDyc9RAbVYRF3p2FXuSA/ms.jpg","Seafood,seafood,Diners,diners"
"Shipwreck Lounge at Brass Key","67 Bradford St, Provincetown, MA 02657","5084879005","ptownlounge.com","http://s3-media4.fl.yelpcdn.com/bphoto/cfMWXUvSLatplqoEeCTd7w/ms.jpg","Wine Bars,wine_bars,Gay Bars,gaybars"
"Blue Coral Seaside Cuisine & Spirits","483 Main St, Chatham, MA 02633","5083480485","thebluecoral.com","http://s3-media1.fl.yelpcdn.com/bphoto/2eq3TcVpd_j1w9zGCDwNpQ/ms.jpg","American (New),newamerican"
"O'Shea's Olde Inne","348 Main St, West Dennis, MA 02670","5083988887","osheasoldeinne.com","http://s3-media4.fl.yelpcdn.com/bphoto/x--wV7f4CfZG3_lZyXJZcA/ms.jpg","Irish,irish"
"Bass River Burrito & Fish Co","231 Rte 28, West Dennis, MA 02670","5083943379","bassriverburritofishco.com","http://s3-media4.fl.yelpcdn.com/bphoto/dkL3W0oekaWK6nrtIduhMw/ms.jpg","Seafood,seafood,Mexican,mexican"
"Mercantile","766 Rt 6A, Dennis, MA 02638","5083853877","","http://s3-media2.fl.yelpcdn.com/bphoto/T1JWFu9xY5voClkM7h-NZQ/ms.jpg","Bakeries,bakeries,Sandwiches,sandwiches"
"Gerardi's Cafe","902 Rt 28 Main St, South Yarmouth, MA 02664","5083943111","gerardiscafe.com","http://s3-media1.fl.yelpcdn.com/bphoto/fqvJrX8LoZ2LmaNNBX6cFQ/ms.jpg","Italian,italian,Cafes,cafes,Gluten-Free,gluten_free"
"Boston Brew Tours","Boylston St, Downtown, Boston, MA 02112","6174538687","bostonbrewtours.com","http://s3-media2.fl.yelpcdn.com/bphoto/ugR-77OK7cd5i0Y3iWFDqg/ms.jpg","Tours,tours,Breweries,breweries"
"Hearth N Kettle","1196 Rt 28, Unit A, South Yarmouth, MA 02664","5083942252","hearthnkettle.com","http://s3-media4.fl.yelpcdn.com/bphoto/69KVWNodwghs-kY0EIqvcQ/ms.jpg","Breakfast & Brunch,breakfast_brunch"
"Yarmouth Pizza By Evan","559 Rte 6A, Yarmouth Port, MA 02675","5083627977","yarmouthpizzabyevan.com","http://s3-media1.fl.yelpcdn.com/bphoto/mLCmGmFcLh2YLmCBNo1TfA/ms.jpg","Pizza,pizza"
"Bass River Burrito & Fish Co","231 Rte 28, West Dennis, MA 02670","5083943379","bassriverburritofishco.com","http://s3-media4.fl.yelpcdn.com/bphoto/dkL3W0oekaWK6nrtIduhMw/ms.jpg","Seafood,seafood,Mexican,mexican"
"Royal Palace Restaurant","369 Main St, West Dennis, MA 02670","5083986144","","http://s3-media1.fl.yelpcdn.com/bphoto/RezvUoYaQF9I_kST8lH8Nw/ms.jpg","Restaurants,restaurants"
"Sam's Deli","100 Brackett Rd, Eastham, MA 02642","5082559340","","http://s3-media1.fl.yelpcdn.com/bphoto/bGhWX5BLjMk5HvxDBRep2A/ms.jpg","Delis,delis"
"Mac's Seafood Market & Grill","265 Commercial St, Wellfleet, MA 02667","5083490404","macsseafood.com","http://s3-media3.fl.yelpcdn.com/bphoto/ae6vkTANTtZ7RYMS0d085Q/ms.jpg","Seafood Markets,seafoodmarkets,Seafood,seafood"
"Hyannis Harbor Hotel","213 Ocean Street, Hyannis, MA 02601","5087754420","hyannisharborhotel.com","http://s3-media1.fl.yelpcdn.com/bphoto/nLudO69oZnS0EXsJOcrmqQ/ms.jpg","Hotels,hotels,Venues & Event Spaces,venues"
"The Wild Goose Tavern","512 Main St, Chatham, MA 02633","5089455590","wildgoosetavern.com","http://s3-media3.fl.yelpcdn.com/bphoto/iOhM5HwtKQs94YQwxWKzKQ/ms.jpg","American (New),newamerican"
"The Monkey Bar","149 Commercial St, Provincetown, MA 02657","5084872879","","http://s3-media4.fl.yelpcdn.com/bphoto/24vsaEhxb9Ao5cvbacVvvQ/ms.jpg","Gay Bars,gaybars"
"The Underground Bar","293 Commercial St, Provincetown, MA 02657","5084139648","","http://s3-media2.fl.yelpcdn.com/bphoto/tyGX8hbm2_skPvAgsO-MDA/ms.jpg","Bars,bars"
"Guapo's Tortilla Shack","136 Rt 6A, Orleans, MA 02653","5082553338","guaposcapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/SqzeqYIOHUB5Ym4qWB_OdA/ms.jpg","Burgers,burgers,Gluten-Free,gluten_free,Tex-Mex,tex-mex"
"Bramble Inn & Restaurant","2019 Main St, Brewster, MA 02631","5088967644","brambleinn.com/dining.html","http://s3-media1.fl.yelpcdn.com/bphoto/e-XUUaOkQbW5Howwwg-cbA/ms.jpg","Bed & Breakfast,bedbreakfast,American (New),newamerican"
"Hunan Gourmet III","225 Rte 6A, Orleans, MA 02653","5082400888","","http://s3-media3.fl.yelpcdn.com/bphoto/rshu3aU-GtFUfR6enCNBgQ/ms.jpg","Chinese,chinese,Japanese,japanese"
"Wychmere Beach Club","23 Snow Inn Rd, Harwich Port, MA 02646","6178545000","longwoodevents.com/Venues/wyc…","http://s3-media3.fl.yelpcdn.com/bphoto/1Fa3R3B5mWOASvIFkT6VQw/ms.jpg","Venues & Event Spaces,venues,Social Clubs,social_clubs"
"Lorraine's Restaurant","338 Commercial St, Provincetown, MA 02657","5084876074","","http://s3-media2.fl.yelpcdn.com/bphoto/YPSz44V_s45WsguQq3fWGw/ms.jpg","American (New),newamerican,Cafes,cafes"
"Tinys","336 Commercial St, Provincetown, MA 02657","5084139582","tinyslocalfood.com","http://s3-media2.fl.yelpcdn.com/bphoto/frJoI4IuQQRySMEKv_Ztrg/ms.jpg","American (New),newamerican"
"Porcaro's Market & Deli","238 Lower County Rd, Dennis Port, MA 02639","5083943255","http://www.yelp.com/biz/porcaros-market-and-deli-dennis-port","http://s3-media2.fl.yelpcdn.com/bphoto/bNjk7kiVvjRsG0_H8K_azg/ms.jpg","Grocery,grocery,Delis,delis"
"Schooner's Restaurant","372 Main St, Hyannis, MA 02601","5087787588","","http://s3-media3.fl.yelpcdn.com/bphoto/Ikwne0FMDtIzMG11V27lfw/ms.jpg","Seafood,seafood"
"Bobby Byrne's","489 Bearses Way, Hyannis, MA 02601","5087751425","bobbybyrnes.com","http://s3-media1.fl.yelpcdn.com/bphoto/byEGdKO6GaFKnqUSpiWoYA/ms.jpg","American (Traditional),tradamerican,Pubs,pubs"
"Land Ho! Harwich Port","429 Rt 28 Main St, Harwich Port, MA 02646","5084300404","land-ho.com","http://s3-media3.fl.yelpcdn.com/bphoto/zAWywJJL7_QU0ovt0_cq9w/ms.jpg","Seafood,seafood,Pubs,pubs"
"Fin","800 Main St, Dennis, MA 02638","5083852096","fincapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/IqyDyc9RAbVYRF3p2FXuSA/ms.jpg","Seafood,seafood,Diners,diners"
"The Canteen","225 Commercial St, Provincetown, MA 02657","5084873800","thecanteenptown.com","http://s3-media4.fl.yelpcdn.com/bphoto/3Cx3Dcpk6Ixfy-tgG_2n3Q/ms.jpg","Seafood,seafood,Fish & Chips,fishnchips"
"Silver Lounge Restaurant","412 N Falmouth Hwy, North Falmouth, MA 02556","5085632410","silverloungerestaurant.com","http://s3-media1.fl.yelpcdn.com/bphoto/xjuhdkrl4vUzAA9pMw094w/ms.jpg","Seafood,seafood,Sandwiches,sandwiches,Steakhouses,steak"
"Aquinnah Shop","27 Aquinnah Cir, Aquinnah, MA 02535","5086453867","theaquinnahshop.com","http://s3-media2.fl.yelpcdn.com/bphoto/yYe-3Whu4GGLFWjfmEWuvw/ms.jpg","Seafood,seafood"
"The Glass Onion","37 N Main St, Falmouth, MA 02540","5085403730","theglassoniondining.com","http://s3-media2.fl.yelpcdn.com/bphoto/G7sTdb-1iZlSDBb4yTBLTw/ms.jpg","American (New),newamerican"
"Narrows Crossing Restaurant","1 Narrows Rd, Wareham, MA 02571","5082959345","thenarrowscrossing.com","http://s3-media3.fl.yelpcdn.com/bphoto/Wy2hnxqQi1efAllUmOvUIQ/ms.jpg","Seafood,seafood"
"Cape Cod Super Buffet","228 Rt 28, West Yarmouth, MA 02673","5087758110","capecodmenu.com/ccbuffet.html","http://s3-media2.fl.yelpcdn.com/bphoto/i3rfUabxYJPDXxSpc3oWPw/ms.jpg","Buffets,buffets,Seafood,seafood"
"Brewster Inn & Chowder House","1993 Main St, Brewster, MA 02631","5088967771","","http://s3-media3.fl.yelpcdn.com/bphoto/nzPwnnpzrSH-0nudIw_ZFA/ms.jpg","Nightlife,nightlife,Restaurants,restaurants"
"Double Dragon Inn","59 Rt 6A, Orleans, MA 02653","5082554100","","http://s3-media4.fl.yelpcdn.com/bphoto/oznT_9R8HAlR7aj3BFG0jA/ms.jpg","Chinese,chinese"
"Beaches Cafe","421 Old Wharf Rd, Dennis, MA 02639",,"","http://s3-media2.fl.yelpcdn.com/bphoto/lCqokvL5nc6rduxRXhizBg/ms.jpg","Cafes,cafes"
"Ceraldi","15 Kendrick Ave, Wellfleet, MA 02667","5082379811","ceraldicapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/lIyBQ-9o2hXMRAs9Yoiwyw/ms.jpg","Italian,italian"
"Ridgevale Beach Snack Bar","434 Ridgevale Rd, Chatham, MA 02633","5084324339","ridgevale-beach.com",,"Cafes,cafes"
"Laura & Tony's Kitchen","5960 Rt 6, North Eastham, MA 02651","5082406096","","http://s3-media3.fl.yelpcdn.com/bphoto/EeTFrddnIgK3GN-2hpm4nA/ms.jpg","American (New),newamerican,Breakfast & Brunch,breakfast_brunch"
"Hearth N Kettle","1196 Rt 28, Unit A, South Yarmouth, MA 02664","5083942252","hearthnkettle.com","http://s3-media4.fl.yelpcdn.com/bphoto/69KVWNodwghs-kY0EIqvcQ/ms.jpg","Breakfast & Brunch,breakfast_brunch"
"Maguro","Chatham Bars Inn, 297 Shore Road, Chatham, MA 02633","5089450096","chathambarsinn.com",,"Japanese,japanese"
"The Provincetown Theater","238 Bradford St, Provincetown, MA 02657","5084877487","provincetowntheater.org","http://s3-media2.fl.yelpcdn.com/bphoto/7O4UkW2vUuowKyO3LTihXA/ms.jpg","Performing Arts,theater"
"42 Degrees North Restaurant & Lounge","690 State Rd, Plymouth, MA 02360","5082241500","42degreesnorthrestaurant.com","http://s3-media1.fl.yelpcdn.com/bphoto/pS08ajV3vsNUXGTc_Ti9qQ/ms.jpg","Seafood,seafood"
"Roadhouse Cafe","488 South St, Hyannis, MA 02601","5087752386","roadhousecafe.com","http://s3-media1.fl.yelpcdn.com/bphoto/3CRgj-PkP6Y_6ty1qO_Nag/ms.jpg","Seafood,seafood,Steakhouses,steak"
"The Island Merchant","302 Main St, Hyannis, MA 02601","5087711337","theislandmerchant.com","http://s3-media2.fl.yelpcdn.com/bphoto/XoF77XXBTRL6GkqhRfeJQA/ms.jpg","American (New),newamerican"
"Brew Fish Bar & Eatery","210 Spring St, Marion, MA 02738","5087482986","brewfish.net","http://s3-media3.fl.yelpcdn.com/bphoto/oBQ3SmbYwv9dtUj5l1-dKw/ms.jpg","American (New),newamerican"
"Faith's Seafood Shack","33 Aquinnah Cir, Aquinnah, MA 02535","5086454080","faithsseafoodshack.com","http://s3-media4.fl.yelpcdn.com/bphoto/aoh4KTAP20MabjoZ7xZMeg/ms.jpg","Seafood,seafood,Sushi Bars,sushi"
"Wimpy's Seafood Cafe","752 Main St, Osterville, MA 02655","5084286300","wimpysseafoodcafe.com","http://s3-media4.fl.yelpcdn.com/bphoto/-0oLNWM-mgmb_6r8W3mxzA/ms.jpg","Seafood,seafood"
"Mirbeau Inn & Spa","35 Landmark Dr, Plymouth, MA 02360","5082092626","mirbeau.com","http://s3-media4.fl.yelpcdn.com/bphoto/aMFSEx7w4JFU2X2uU_M6gQ/ms.jpg","Hotels,hotels,Day Spas,spas,French,french"
"Mezza Luna","253 Main St, Buzzards Bay, MA 02532","5087594667","mezzalunarestaurant.com","http://s3-media2.fl.yelpcdn.com/bphoto/pAomFqZCadYvhSvDc0dBeQ/ms.jpg","Italian,italian"
"Bookstore & Restaurant","50 Kendrick Ave, Wellfleet, MA 02667","5083493154","",,"Seafood,seafood"
"Red's","703 Main St, Harwich, MA 02645","5084327298","redspizzacapecod.com","http://s3-media1.fl.yelpcdn.com/bphoto/Xz08hPSUzhioMbzF9Noz0A/ms.jpg","Pizza,pizza,Sandwiches,sandwiches"
"The Optimist Cafe","134 Rt 6A, Yarmouth Port, MA 02675","5083621024","optimistcafe.com","http://s3-media1.fl.yelpcdn.com/bphoto/7Hs3WXS4ALAMrlUE92hEMQ/ms.jpg","Breakfast & Brunch,breakfast_brunch,Cafes,cafes"
"Hissho Shushi","485 Rt 134, Dennis, MA 02660","5083942244","",,"Sushi Bars,sushi"
"Trade Center Bowl","89 Spring Bars Rd, Falmouth, MA 02540","5085487000","",,"Pool Halls,poolhalls,Bowling,bowling"
"Cape Cod Beer","1336 Phinney's Ln, Hyannis, MA 02601","5087904200","capecodbeer.com","http://s3-media4.fl.yelpcdn.com/bphoto/mJ5D5rQSHiN8tTjxK5LcsQ/ms.jpg","Breweries,breweries"
"Lobster Pot","3155 Cranbry Hwy, East Wareham, MA 02538","5087593876","lobsterpotrestaurant.biz","http://s3-media4.fl.yelpcdn.com/bphoto/icTWe05IG1hGvtNSYnKmqg/ms.jpg","Seafood,seafood"
"Way Ho","300 Main St, Buzzards Bay, MA 02532","5087593886","wayho.net","http://s3-media3.fl.yelpcdn.com/bphoto/zg2CA8GmbhgT7h15XmAtZA/ms.jpg","Chinese,chinese"
"Far Land Provisions","150 Bradford St, Provincetown, MA 02657","5084870045","farlandprovisions.com","http://s3-media3.fl.yelpcdn.com/bphoto/vChtiIFjMVUY8uaRPuATGA/ms.jpg","Delis,delis,Bakeries,bakeries,Meat Shops,meats"
"Mattakeese Wharf Waterfront Restaurant","273 Millway Rd, Barnstable, MA 02630","5083624511","mattakeese.com",,"American (New),newamerican"
"Torino Restaurant and Bar","415 Main St, Hyannis, MA 02601","5088274341","","http://s3-media3.fl.yelpcdn.com/bphoto/9_nFalTR1mBq_MNoDLmwpQ/ms.jpg","Italian,italian"
"Cape Cod's Irish Pub","16 Route 28, West Harwich, MA 02671","5084328808","","http://s3-media3.fl.yelpcdn.com/bphoto/8Do0r56eIycdgc0-FWnP3w/ms.jpg","Nightlife,nightlife"
"9 Ryder Seaside Dining","9 Ryder St Extension, Provincetown, MA 02657","5084879990","9ryder.com","http://s3-media2.fl.yelpcdn.com/bphoto/FXmSO4c_QN8ZKmNegyfUNQ/ms.jpg","Italian,italian"
"Devon's","401 1/2 Commercial St, Provincetown, MA 02657","5084874773","devons.org","http://s3-media3.fl.yelpcdn.com/bphoto/umEqXEmQ0lBtKUFT6Wz3jw/ms.jpg","American (New),newamerican,French,french,Breakfast & Brunch,breakfast_brunch"
"Oleans Lobster Pound","157 Route 6A, Orleans, MA 02653","5082401234","orleanslobsterpound.com","http://s3-media1.fl.yelpcdn.com/bphoto/a3VHPAByRPQr8yFlsYebbA/ms.jpg","Restaurants,restaurants"
"Cafe Heaven","199 Commercial St, Provincetown, MA 02657","5084879639","","http://s3-media2.fl.yelpcdn.com/bphoto/dth09KvEGISp5oLiJnQNxg/ms.jpg","Breakfast & Brunch,breakfast_brunch"
"Dino's Harwichport Grill","561 Main St Rt 28, Harwich Port, MA 02646","5084320700","dinosharwichportgrille.com/de…","http://s3-media4.fl.yelpcdn.com/bphoto/780vhMfuM2O7xerQzqdoHw/ms.jpg","Diners,diners"
"Breakwater Fish & Lobster Co","235 Underpass Rd, Brewster, MA 02631","5088967080","breakwaterfishandlobster.com","http://s3-media1.fl.yelpcdn.com/bphoto/YWO86zi6g_kC-5FyM3rNHA/ms.jpg","Seafood Markets,seafoodmarkets,Seafood,seafood"
"Gorham Productions","Downtown, Boston, MA","5083205592","GorhamProductions.com","http://s3-media4.fl.yelpcdn.com/bphoto/ReiP1O9mug1GxsHw-mdWAQ/ms.jpg","Karaoke,karaoke,DJs,djs"
"Ninety Nine Restaurant & Pub","14 Berry Ave, West Yarmouth, MA 02673","5088629990","","http://s3-media4.fl.yelpcdn.com/bphoto/uH3Fh0MdXnQ7DVPICp1_eg/ms.jpg","Restaurants,restaurants"
"Inaho","157 Rt 6A, Yarmouth Port, MA 02675","5083625522","inahocapecod.com","http://s3-media3.fl.yelpcdn.com/bphoto/K975GGv_j5zQ1uXrlY3Z0w/ms.jpg","Japanese,japanese,Sushi Bars,sushi"
"Not Your Average Joe's","793 Iyannough Rd, Cape Cod Mall, Hyannis, MA 02601","5087781424","notyouraveragejoes.com/hyannis","http://s3-media2.fl.yelpcdn.com/bphoto/iF8iSp5FMjuNRSM3Oq2_Xw/ms.jpg","American (New),newamerican"
"Moby Dick's","3225 Rt 6, Wellfleet, MA 02667","5083499795","mobydicksrestaurant.com","http://s3-media2.fl.yelpcdn.com/bphoto/RjH-4ZT5mTfN_yO-UCkpZw/ms.jpg","Seafood,seafood,American (Traditional),tradamerican"
"Swan River Restaurant & Fish Market","5 Lower County Rd, Dennis Port, MA 02639","5083944466","swanriverseafoods.com","http://s3-media4.fl.yelpcdn.com/bphoto/tehhYAlv6Eq5oQSiMG3Gtw/ms.jpg","Seafood,seafood"
"Harbor Point","Harbor Point Rd, Cummaquid, MA 02637","5083622231","",,"American (New),newamerican"
"Boston Brew Tours","Boylston St, Downtown, Boston, MA 02112","6174538687","bostonbrewtours.com","http://s3-media2.fl.yelpcdn.com/bphoto/ugR-77OK7cd5i0Y3iWFDqg/ms.jpg","Tours,tours,Breweries,breweries"
"Joey's Pizzeria","197 Lower County Rd, Dennis Port, MA 02639","5083987437","joeyspizzas.com","http://s3-media1.fl.yelpcdn.com/bphoto/RZY36THAPDMeRYf1uR86uw/ms.jpg","Pizza,pizza"
"Captain Frosty's Fish & Chips","219 Main St, Dennis, MA 02638","5083858548","captainfrosty.com","http://s3-media3.fl.yelpcdn.com/bphoto/NNmleFD4OBWVZY_R7LDkuA/ms.jpg","Seafood,seafood,Fish & Chips,fishnchips"
"Chatham Squire Restaurant & Tavern","487 Main St, Chatham, MA 02633","5089450942","thesquire.com","http://s3-media1.fl.yelpcdn.com/bphoto/Swn4QcEbXFbLxFSbamgE3A/ms.jpg","American (New),newamerican"
"Puff the Magic","649 Main St, Hyannis, MA 02601","5087719090","puffthemagic.com","http://s3-media3.fl.yelpcdn.com/bphoto/2hmjF-RcfsqE-Oe9ZdjDqw/ms.jpg","Lounges,lounges"
"The Black Cat Tavern","165 Ocean St, Hyannis, MA 02601","5087781233","blackcattavern.com","http://s3-media3.fl.yelpcdn.com/bphoto/40MHbfa4itknnbiCulAKXQ/ms.jpg","Seafood,seafood,Bars,bars,American (Traditional),tradamerican"
"Pepe's Wharf Restaurant","371 Commercial St, Provincetown, MA 02657","5084878717","pepeswharf.com","http://s3-media2.fl.yelpcdn.com/bphoto/iZcrlxO3N2aps5iShTnt5w/ms.jpg","American (New),newamerican,Seafood,seafood"
"Detente","Nevin Square, 15 Winter St, Unit 3, Edgartown, MA 02539","5086278810","detentemv.com","http://s3-media1.fl.yelpcdn.com/bphoto/4zIvbw4fNr-bSB0V0b9CAg/ms.jpg","Wine Bars,wine_bars,American (New),newamerican"
"Tomatoes Italian Grille & Bar","280 Rte 130, Sandwich, MA 02563","5088886008","tomatoescapecod.com","http://s3-media4.fl.yelpcdn.com/bphoto/R5N9ohH1NEUvBcnL6QJn8Q/ms.jpg","Italian,italian"
"Trowbridge Tavern & Canal Club","100 Trowbridge Rd, Buzzards Bay, MA 02532","5087590006","","http://s3-media3.fl.yelpcdn.com/bphoto/FROP4WozNorkqqk9nOr_Jg/ms.jpg","Pizza,pizza"
"Soprano's Ristorante","681 Falmouth Rd, Ste D12, Mashpee, MA 02649","5084777475","sopranos-ristorante.com","http://s3-media1.fl.yelpcdn.com/bphoto/2ZHfJQnBeNrATfrm72s1ZQ/ms.jpg","Italian,italian"
"Waterford Inn Cafe and Tavern","386 Commercial St, Provincetown, MA 02657","5084876400","thewaterfordinn.com","http://s3-media2.fl.yelpcdn.com/bphoto/mHWTmL58Uf9m4ABFj4LcYw/ms.jpg","Restaurants,restaurants,Bed & Breakfast,bedbreakfast"
"Bayzo's Pub","Ocean Edge Resort & Golf Club, 2907 Main St, Brewster, MA 02631","7743236012","oceanedge.com/dining/bayzos-p…",,"Restaurants,restaurants"
"Jason's Tavern","Patriot Square, 500 Rt 134, South Dennis, MA 02660","5083943534","jasonstavern.com","http://s3-media3.fl.yelpcdn.com/bphoto/dZPTbsablb41U_fUrIXkqg/ms.jpg","American (New),newamerican,Fish & Chips,fishnchips"
"Fairway Restaurant & Pizzeria","4295 State Hwy, North Eastham, MA 02651","5082553893","fairwaycapecod.com","http://s3-media3.fl.yelpcdn.com/bphoto/0Ewo7Si_XVKLK3-fI-bn0Q/ms.jpg","Pizza,pizza,Breakfast & Brunch,breakfast_brunch"
"Parker's Shipwreck Tavern","4940 State Highway, Eastham, MA 02642","5082559913","parkersshipwrecktavern.com",,"Restaurants,restaurants"
"Doyle's Restaurant","1329 Rt 28, South Yarmouth, MA 02664","5087601000","","http://s3-media3.fl.yelpcdn.com/bphoto/sOL_lPEpnQqQpEK73PC74w/ms.jpg","American (Traditional),tradamerican"
"Villa Roma","278 Main St, West Harwich, MA 02645","5084326868","","http://s3-media2.fl.yelpcdn.com/bphoto/PCMFzBjYsJZaz_YL8DV5jA/ms.jpg","Italian,italian"
"Buckies Biscotti","681 Main St, Dennis Port, MA 02639","5083989700","buckiesbiscotti.com","http://s3-media4.fl.yelpcdn.com/bphoto/hyzsCj9xMpf_FFlpUSWFiw/ms.jpg","Bakeries,bakeries,Cafes,cafes"
"Shanghai Chinese Restaurants","11 Ridgewood Ave, Hyannis, MA 02601","5087714086","",,"Chinese,chinese"
"Wellfleet Cinemas","51 State Hwy, Rte 6, Wellfleet, MA 02667","5083497176","wellfleetcinemas.com",,"Cinema,movietheaters"
"Pufferbellies Entertainment Complex","183 Iyannough Rd, Hyannis, MA 02601","5087904300","","http://s3-media4.fl.yelpcdn.com/bphoto/FIu0i6qZX4B3Eq7sZQfljA/ms.jpg","Performing Arts,theater"
"Clambakes, Etc.","2952 Falmouth Rd, Osterville, MA 02655","5084200500","clambakesetc.net","http://s3-media4.fl.yelpcdn.com/bphoto/mNHCMSa5NkAZJc584SWEgw/ms.jpg","Seafood,seafood,Caterers,catering"
"Raw Bar","HyLine Landing, 230 Ocean St, Hyannis, MA 02601","5087758800","therawbar.com","http://s3-media4.fl.yelpcdn.com/bphoto/Qk0ViGkoj-4SBhu3Hdq7RA/ms.jpg","Seafood,seafood,Live/Raw Food,raw_food"
"The Port Hunter","55 Main St, Edgartown, MA 02539","5086277747","theporthunter.com","http://s3-media4.fl.yelpcdn.com/bphoto/HmmXAH83fXYtdlNx13yFng/ms.jpg","Seafood,seafood,Cocktail Bars,cocktailbars"
"Port O'Call","57 Main St, Buzzards Bay, MA 02532","5087592166","","http://s3-media2.fl.yelpcdn.com/bphoto/qXKWxTaoX7gvikwvwuiB-Q/ms.jpg","Bars,bars"
"Hot Tin Roof","Marthas Vineyard Ai, Vineyard Haven, MA 02568","5086931137","",,"Nightlife,nightlife"
"Crabapple's","553 Palmer Ave, Falmouth, MA 02540","5085483355","crabapplesrestaurant.com","http://s3-media4.fl.yelpcdn.com/bphoto/66ua-n9WqqzKNImgSagbxw/ms.jpg","Seafood,seafood,Breakfast & Brunch,breakfast_brunch,Diners,diners"
"Jimmy Brown's Cafe","339 E Falmouth Hwy, Falmouth, MA 02536","5082998334","jimmybrownscafe.com","http://s3-media4.fl.yelpcdn.com/bphoto/SiuF9RgFPQUXuJZfKHSqkQ/ms.jpg","American (Traditional),tradamerican"
"The Net Result","79 Beach Rd, Vineyard Haven, MA 02568","5086936071","mvseafood.com","http://s3-media1.fl.yelpcdn.com/bphoto/mhaTzP6qL3u_zV5OIKrZUQ/ms.jpg","Seafood,seafood,Seafood Markets,seafoodmarkets"
"Sandi's Diner","639 Main St, Chatham, MA 02633","5089450631","","http://s3-media3.fl.yelpcdn.com/bphoto/zy_CbWg6YXpx6ctwWCVn1g/ms.jpg","Diners,diners"
"Devon's Deep Sea Dive","31 Bradford St, Provincetown, MA 02657","5084870266","devons.org","http://s3-media1.fl.yelpcdn.com/bphoto/bLTlCaWcNw_ZCd-ynlKQHw/ms.jpg","American (New),newamerican"
"The Dennis Inn","25 Scarsdale Road, Dennis, MA 02638","5083856571","dennisinn.com","http://s3-media4.fl.yelpcdn.com/bphoto/-3FawWSE-F-HqmW8lAMksQ/ms.jpg","Restaurants,restaurants,Venues & Event Spaces,venues,Hotels,hotels"
